IMO,NAME,TYPE,FLAG,ARRIV/TIME,BERTH,LPOC,NPOC,PORT,ARRI/DATE
9778129,HAIPHONG EXPRESS,CONTAINER SHIP,HONG KONG,410,SAPT-4,PORT-0030,KARACHI,PORT-0041,24-10-2024
9318101,CMA CGM PASCUALE,CONTAINER SHIP,MALTA,1415,SAPT-3+2,PORT-0057,KARACHI,PORT-0041,24-10-2024
9373242,MALMO,OIL/CHEMICAL TANKER,MALTA,1500,OP-2,PORT-0073,KARACHI,PORT-0041,24-10-2024
9447914,TORRENTE,CONTAINER SHIP,LIBERIA,948,QICT-9,PORT-0074,PORT QASIM,PORT-0066,24-10-2024
9308431,UMM BAB,LNG TANKER,GREECE,1330,EETL,PORT-0068,PORT QASIM,PORT-0066,24-10-2024
900794,AFRICAN HARRIER,BULK CARRIER,BAHAMAS,1800,MW-1,PORT-0053,PORT QASIM,PORT-0066,24-10-2024
9243198,SOURCE BLESSING,CONTAINER SHIP,LIBERIA,710,WW-26+27,PORT-0030,KARACHI,PORT-0041,25-10-2024
9933834,ZHONG GU CHONG QING,CONTAINER SHIP,CHINA,720,SAPT-4,PORT-0060,KARACHI,PORT-0041,25-10-2024
9699361,PAN IMPERIAL,BULK CARRIER,PANAMA,755,EW-16+17,PORT-0022,KARACHI,PORT-0041,25-10-2024
9360465,SARGODHA,CRUDE OIL TANKER,PAKISTAN,850,OP-3,PORT-0016,KARACHI,PORT-0041,25-10-2024
9367827,CMA CGM ZANZIBAR,CONTAINER SHIP,MALTA,915,EW-6+7,PORT-0082,KARACHI,PORT-0041,25-10-2024
9796274,JARU BHUM,CONTAINER SHIP,THAILAND,1800,EW-9+8,PORT-0030,KARACHI,PORT-0041,25-10-2024
9567544,KNOSSOS,BULK CARRIER,MALTA,1835,EW-13+14,PORT-0053,KARACHI,PORT-0041,25-10-2024
9609627,SCARLET ROSELLA,BULK CARRIER,PANAMA,1130,FAP,PORT-0043,PORT QASIM,PORT-0066,25-10-2024
9643219,PORTO FISCARDO,BULK CARRIER,PANAMA,1515,PIBT,PORT-0051,PORT QASIM,PORT-0066,25-10-2024
9637624,SAGA,OIL/CHEMICAL TANKER,PANAMA,1545,LCT,PORT-0037,PORT QASIM,PORT-0066,25-10-2024
9318101,CMA CGM DON PASCUALE,CONTAINER SHIP,MALTA,1810,QICT-9,PORT-0057,PORT QASIM,PORT-0066,25-10-2024
9345958,NAVIOS JASMINE,CONTAINER SHIP,PANAMA,900,WW-26+27,PORT-0030,KARACHI,PORT-0041,27-10-2024
9318060,BELITA,CONTAINER SHIP,LIBERIA,1700,SAPT-2,PORT-0030,KARACHI,PORT-0041,27-10-2024
9236511,SM MAHI,CONTAINER SHIP,INDIA,2125,SAPT-1,PORT-0057,KARACHI,PORT-0041,27-10-2024
9932892,MSC MARA,CONTAINER SHIP,LIBERIA,2135,SAPT-4,PORT-0054,KARACHI,PORT-0041,27-10-2024
9360453,MARDAN,CRUDE OIL TANKER,PAKISTAN,2230,OP-1,PORT-0099,KARACHI,PORT-0041,27-10-2024
9931185,YU TONG,OIL/CHEMICAL TANKER,CHINA,2355,OP-2,PORT-0028,KARACHI,PORT-0041,27-10-2024
9797694,CAPTAIN DIMITRIS,BULK CARRIER,MARSHALL ISLANDS,935,MW-2,PORT-0053,PORT QASIM,PORT-0066,27-10-2024
9454187,ZARAAR HANIF,BULK CARRIER,BANGLADESH,940,PIBT,PORT-0011,PORT QASIM,PORT-0066,27-10-2024
9360697,APOLLON D,CONTAINER SHIP,PORTUGAL,1800,QICT-7,PORT-0072,PORT QASIM,PORT-0066,27-10-2024
9800013,EVA BERGEN,OIL/CHEMICAL TANKER,PHILIPPINES,1800,EVTL,PORT-0032,PORT QASIM,PORT-0066,27-10-2024
9862748,XPRESS SALWEEN,CONTAINER SHIP,SINGAPORE,155,WW-28+29,PORT-0030,KARACHI,PORT-0041,29-10-2024
9738777,DENEB LEADER,VEHICLES CARRIER,PANAMA,305,EW-11+12,PORT-0030,KARACHI,PORT-0041,29-10-2024
9473573,GLOBAL HARMONY,BULK CARRIER,LIBERIA,1050,EW-13+14,PORT-0098,KARACHI,PORT-0041,29-10-2024
9175535,SC TAIPEI,CRUDE OIL TANKER,HONG KONG,1105,EW-2,PORT-0078,KARACHI,PORT-0041,29-10-2024
9938884,ZHONG GU NAN NING,CONTAINER SHIP,CHINA,1240,SAPT-4,PORT-0057,KARACHI,PORT-0041,29-10-2024
9933872,ZHONG GU GUI YANG,CONTAINER SHIP,CHINA,1300,SAPT-3,PORT-0054,KARACHI,PORT-0041,29-10-2024
9255854,MILAHA RAS LAFFAN,LNG TANKER,MALTA,954,PGPCL,PORT-0068,PORT QASIM,PORT-0066,29-10-2024
9154191,MSC POSITANO,CONTAINER SHIP,LIBERIA,1142,QICT-8,PORT-0054,PORT QASIM,PORT-0066,29-10-2024
9509425,DORIS,BULK CARRIER,MALTA,1230,MW-1,PORT-0053,PORT QASIM,PORT-0066,29-10-2024
9187904,SC HONGKONG,CRUDE OIL TANKER,HONG KONG,1245,EVTL,PORT-0078,PORT QASIM,PORT-0066,29-10-2024
9404209,NAVIOS TEMPO,CONTAINER SHIP,LIBERIA,1340,QICT-5,PORT-0060,PORT QASIM,PORT-0066,29-10-2024
9967471,X PRESS PHOENIX,CONTAINER SHIP,SINGAPORE,1150,SAPT-4,PORT-0060,KARACHI,PORT-0041,1/9/2024
9227807,KAI XUAN 11,BULK CARRIER,PANAMA,1215,EW-16+17,PORT-0034,KARACHI,PORT-0041,1/9/2024
9444273,MOL PRESENCE,CONTAINER SHIP,LIBERIA,1415,SAPT-3,PORT-0064,KARACHI,PORT-0041,1/9/2024
9191553,YATEEKA,OIL/CHEMICAL TANKER,GABON,1555,EW-1,PORT-0064,KARACHI,PORT-0041,1/9/2024
9214173,KNIDOS,GENERAL CARGO,PANAMA,2120,WW-24,PORT-0057,KARACHI,PORT-0041,1/9/2024
9460540,GRACE,OIL/CHEMICAL TANKER,KOREA,2240,EW-2,PORT-0054,KARACHI,PORT-0041,1/9/2024
9336842,SHALAMAR,CRUDE OIL TANKER,PAKISTAN,2250,OP-2,PORT-0030,KARACHI,PORT-0041,1/9/2024
9298399,AL THAKHIRA,LNG TANKER,BAHAMAS,1030,EETL,PORT-0068,PORT QASIM,PORT-0066,1/9/2024
9749714,SOUTHERN ROBIN,OIL/CHEMICAL TANKER,LIBERIA,1240,EVTL,PORT-0005,PORT QASIM,PORT-0066,1/9/2024
9285952,LUSAIL,LNG TANKER,BAHAMAS,1936,PGPCL,PORT-0068,PORT QASIM,PORT-0066,1/9/2024
9286009,SEASPAN OCEANIA,CONTAINER SHIP,HONG KONG,130,SAPT-2,PORT-0023,KARACHI,PORT-0041,2/9/2024
9304813,XIN CHANG SHU,CONTAINER SHIP,CHINA,1200,WW-26+27,PORT-0013,KARACHI,PORT-0041,2/9/2024
9336191,INDEPENDENT SPIRIT,CONTAINER SHIP,GERMANY,1230,EW-6+7,PORT-0016,KARACHI,PORT-0041,2/9/2024
9189500,IAN H,CONTAINER SHIP,LIBERIA,2200,SAPT-4,PORT-0035,NHAVA SHEVA,PORT-0041,2/9/2024
9191436,TAN BINH 59,BULK CARRIER,VIETNAM,2300,WW-24,PORT-0028,KARACHI,PORT-0041,2/9/2024
9800635,DSI PYXIS,BULK CARRIER,MARSHALL ISLANDS,1145,PIBT,PORT-0014,PORT QASIM,PORT-0066,2/9/2024
9305881,MERATUS JAYAWIJAYA,CONTAINER SHIP ,PANAMA,1230,QICT-9,PORT-0072,KARACHI,PORT-0066,2/9/2024
9448762,COSCO PHILIPPINES,CONTAINER SHIP,HONG KONG,1145,SAPT-2,PORT-0057,KARACHI,PORT-0041,3/9/2024
9222285,MSC SUAPE VII,CONTAINER SHIP,LIBERIA,1200,SAPT-1,PORT-0054,KARACHI,PORT-0041,3/9/2024
9196993,ITAL UNIVERSO,CONTAINER SHIP,ITALY,1305,WW-28+29,PORT-0030,KARACHI,PORT-0041,3/9/2024
9241308,EVER ENVOY,CONTAINER SHIP,UNITED KINGDOM,1315,SAPT-3,PORT-0057,KARACHI,PORT-0041,3/9/2024
8671104,XIN LIAN CHANG,GENERAL CARGO,PANAMA,1340,WW-29+30,PORT-0030,KARACHI,PORT-0041,3/9/2024
8356778,JI HANG 27,GENERAL CARGO,PANAMA,1405,EW-9+8,PORT-0030,KARACHI,PORT-0041,3/9/2024
9450363,NORTHERN JAMBOREE,CONTAINER SHIP,PORTUGAL,1155,QICT-9,PORT-0064,NHAVA SHEVA,PORT-0066,3/9/2024
9663116,CLIPPER KYTHIRA,BULK CARRIER,MARSHALL ISLANDS,1430,PIBT,PORT-0051,PORT QASIM,PORT-0066,3/9/2024
9525455,MAERSK CABO VERDE,CONTAINER SHIP,HONG KONG,1630,QICT-7,PORT-0057,PORT QASIM,PORT-0066,3/9/2024
9294551,HYDRA,CRUDE OIL TANKER,MALTA,1248,SPM,PORT-0023,KARACHI,PORT-0083,3/9/2024
9395941,NAVIOS BAHAMAS,CONTAINER SHIP,LIBERIA,1250,WW-28+29,PORT-0030,KARACHI,PORT-0041,5/9/2024
9227055,QUETTA,CRUDE OIL TANKER,PAKISTAN,1415,OP-1,PORT-0069,KARACHI,PORT-0041,5/9/2024
9302499,MARAN GAS ASCLEPIUS,LNG TANKER,GREECE,954,EETL,PORT-0068,PORT QASIM,PORT-0066,5/9/2024
9663116,CLIPPER KYTHIRA,BULK CARRIER,MARSHALL ISLANDS,1550,PIBT,PORT-0051,PORT QASIM,PORT-0066,5/9/2024
9465722,PH MINH GIANG,BULK CARRIER,PANAMA,1730,MW-1,PORT-0046,PORT QASIM,PORT-0066,5/9/2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1855,QICT-9,PORT-0082,PORT QASIM,PORT-0066,5/9/2024
9342700,WAN HAI 316,CONTAINER SHIP,SINGAPORE,1910,QICT-8,PORT-0030,PORT QASIM,PORT-0066,5/9/2024
9299630,CMA CGM NABUCCO ,CONTAINER SHIP,CYPRUS,155,SAPT-1,PORT-0035,PORT QASIM,PORT-0041,6/9/2024
9791157,HODAKA GALAXY ,OIL/CHEMICAL TANKER,SINGAPORE,1545,EW-1,PORT-0028,KARACHI,PORT-0041,6/9/2024
9608386,DA TAI,GENERAL CARGO,SINGAPORE,1645,WW-25,PORT-0076,KARACHI,PORT-0041,6/9/2024
9295244,COLOMBO EXPRESS,CONTAINER SHIP,LIBERIA,912,QICT-9,PORT-0064,NHAVA SHEVA,PORT-0066,6/9/2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,210,WW-28+29,PORT-0064,KARACHI,PORT-0041,7/9/2024
9918755,SSI RESOLUTE,BULK CARRIER,MARSHALL ISLANDS,240,EW-14+15,PORT-0031,KARACHI,PORT-0041,7/9/2024
9796274,JARU BHUM,CONTAINER SHIP,THAILAND,255,EW-8+9,PORT-0035,SOHAR,PORT-0041,7/9/2024
9912854,AXIOS I,CRUDE OIL TANKER,LIBERIA,440,OP-3,PORT-0069,KARACHI,PORT-0041,7/9/2024
9756731,MSC CARLOTTA,CONTAINER SHIP,LIBERIA,1335,SAPT-3+2,PORT-0054,KARACHI,PORT-0041,7/9/2024
9757967,CHEMROAD SAKURA,OIL/CHEMICAL TANKER,PANAMA,1200,LCT,PORT-0054,PORT QASIM,PORT-0066,7/9/2024
9635822,HAFNIA LEOPARD,OIL/CHEMICAL TANKER,SINGAPORE,1600,FOTCO,PORT-0023,PORT QASIM,PORT-0066,7/9/2024
9299630,CMA CGM NABUCCO,CONTAINER SHIP,CYPRUS,1850,QICT-9,PORT-0035,PORT QASIM,PORT-0066,7/9/2024
9270464,XIN NING BO,CONTAINER SHIP,CHINA,255,WW-26+27,PORT-0030,KARACHI,PORT-0041,8/9/2024
9360453,MARDAN,CRUDE OIL TANKER,PAKISTAN,428,OP-2,PORT-0069,KARACHI,PORT-0041,8/9/2024
9360465,SARGODHA ,CRUDE OIL TANKER,PAKISTAN,445,OP-1,PORT-0035,DAS ISLAND,PORT-0041,8/9/2024
9292230,BEIJING BRIDGE,CONTAINER SHIP,KOREA,520,SAPT-2,PORT-0054,KARACHI,PORT-0041,8/9/2024
9229843,NINGBO EXPRESS,CONTAINER SHIP,LIBERIA,1305,SAPT-4,PORT-0035,NHAVA SHEVA,PORT-0041,8/9/2024
9229348,GSL NICOLETTA,CONTAINER SHIP,LIBERIA,1325,SAPT-1,PORT-0060,KARACHI,PORT-0041,8/9/2024
9710531,CP SHENZHEN,BULK CARRIER,MARSHALL ISLANDS,1224,MW-1,PORT-0035,PORT QASIM,PORT-0066,8/9/2024
9339856,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,1700,QICT-9,PORT-0030,PORT QASIM,PORT-0066,8/9/2024
9442641,HOWES JOANNA,BULK CARRIER,LIBERIA,505,EW-14+15,PORT-0034,KARACHI,PORT-0041,11/9/2024
9304796,XIN FU ZHOU,CONTAINER SHIP,CHINA,1525,WW-28+29,PORT-0013,KARACHI,PORT-0041,11/9/2024
9363364,VANCOUVER,CONTAINER SHIP,CYPRUS,1620,WW-26+27,PORT-0080,KARACHI,PORT-0041,11/9/2024
9175767,ERDEK,OIL/CHEMICAL TANKER,TURKIYA,1655,EW-2,PORT-0054,KARACHI,PORT-0041,11/9/2024
9359894,GULF JALMUDA,OIL/CHEMICAL TANKER,PANAMA,1730,EW-1,PORT-0030,KARACHI,PORT-0041,11/9/2024
271052735,B.T MAZDOOR,BUOY TENDER,TURKIYE,1030,MW-3,PORT-0064,KARACHI,PORT-0066,11/9/2024
9285952,LUSAIL,LNG TANKER,BAHAMAS,1306,PGPCL,PORT-0068,PORT QASIM,PORT-0066,11/9/2024
9477804,MARATHOPOLIS,CONTAINER SHIP,MALTA,1330,QICT-7,PORT-0057,MUNDRA,PORT-0066,11/9/2024
9550163,HPC VISION,BULK CARRIER,PANAMA,1405,FAP,PORT-0067,PORT QASIM,PORT-0066,11/9/2024
9172753,MAYA GAS 1,LPG TANKER,COMOROS,1420,EVTL,PORT-0076,PORT QASIM,PORT-0066,11/9/2024
7905857,KHAIRPUR,OIL PRODUCTS TANKER,PAKISTAN,1835,FOTCO,PORT-0023,PORT QASIM,PORT-0066,11/9/2024
9450612,CMA CGM LA SCALA,CONTAINER SHIP,MALTA,1840,QICT-8,PORT-0064,NHAVA SHEVA,PORT-0066,11/9/2024
9890616,CL ANZI HE,BULK CARRIER,HONG KONG,1848,PIBT,PORT-0051,PORT QASIM,PORT-0066,11/9/2024
9955478,BOCHEM ROTTERDAM,OIL CHEMICAL TANKER,PORTUGAL,645,OP-2,PORT-0034,KARACHI,PORT-0041,12/9/2024
9189354,DIMITRIS Y,CONTAINER SHIP,LIBERIA,1630,SAPT-4,PORT-0061,KARACHI,PORT-0041,12/9/2024
9443164,TORM MALAYSIA,OIL/CHEMICAL TANKER,DENMARK,1200,LCT,PORT-0057,PORT QASIM,PORT-0066,12/9/2024
9952713,ONE RECOMMENDATION,CONTAINER SHIP,HONG KONG,1536,QICT-9,PORT-0058,PORT QASIM,PORT-0066,12/9/2024
9434668,AB SERENA,OIL/CHEMICAL TANKER,PANAMA,1800,EVTL,PORT-0076,PORT QASIM,PORT-0066,12/9/2024
9236511,SM MAHI,CONTAINER SHIP,INDIA,840,SAPT-3,PORT-0054,KARACHI,PORT-0041,13-09-2024
9699189,MAERSK SAN CLEMENTE,CONTAINER SHIP,SINGAPORE,900,SAPT-2,PORT-0035,MUNDRA,PORT-0041,13-09-2024
9243198,SOURCE BLESSING,CONTAINER SHIP,LIBERIA,1800,WW-28+29,PORT-0030,KARACHI,PORT-0041,13-09-2024
8356778,JIHANG27,GENERAL CARGO,PANAMA,2200,EW-9+8,PORT-0005,KARACHI,PORT-0041,13-09-2024
9408877,NAVIOS CONSTELLATION,CONTAINER SHIP,LIBERIA,2230,SAPT-4,PORT-0054,KARACHI,PORT-0041,13-09-2024
9573804,AMMOS,BULK CARRIER,BAHAMAS,1305,MW-2,PORT-0064,SIMAISMA,PORT-0066,13-09-2024
9515723,CLIPPER LIS,BULK CARRIER,MARSHALL ISLANDS,1350,MW-1,PORT-0028,PORT QASIM,PORT-0066,13-09-2024
9742168,HMM PROMISE,CONTAINER SHIP,KOREA,1010,SAPT-3,PORT-0057,KARACHI,PORT-0041,14-09-2024
9849992,TORM ELISE,OIL/CHEMICAL TANKER,DENMARK,1145,OP-1,PORT-0023,KARACHI,PORT-0041,14-09-2024
9537381,OMEGA S,BULK CARRIER,MARSHALL ISLANDS,1800,EW-10+11,PORT-0023,KARACHI,PORT-0041,14-09-2024
9292149,API BHUM,CONTAINER SHIP,SINGAPORE,2035,SAPT-4,PORT-0054,KARACHI,PORT-0041,14-09-2024
9345958,NAVIOS JASMINE,CONTAINER SHIP,PANAMA,2055,WW-28+29,PORT-0030,KARACHI,PORT-0041,14-09-2024
9320441,JOLLY VERDE,CONTAINER SHIP,JOLLY VERDE,2140,EW-6+7,PORT-0054,KARACHI,PORT-0041,14-09-2024
9580405,NAVE ANDROMEDA,OIL PRODUCTS TANKER,LIBERIA,924,FOTCO,PORT-0080,PORT QASIM,PORT-0066,14-09-2024
9875379,X PRESS ALTAIR,CONTAINER SHIP,SINGAPORE,1724,QICT-9,PORT-0030,PORT QASIM,PORT-0066,14-09-2024
LPG FSM,BAKER RIVER,BULK CARRIER,HONG KONG,310,EW-11+12,PORT-0038,KARACHI,PORT-0041,16-09-2024
9462029,APL SALALAH,CONTAINER SHIP,SINGAPORE,1035,SAPT-4,PORT-0030,KARACHI,PORT-0041,16-09-2024
9336191,INDEPENDENT SPIRIT,CONTAINER SHIP,GERMANY,1040,EW-9+8,PORT-0016,KARACHI,PORT-0041,16-09-2024
9594884,BOLAN,OIL PRODUCTS TANKER,PAKISTAN,2235,OP-2,PORT-0023,KARACHI,PORT-0041,16-09-2024
9938872,ZHONG GU JI NAN,CONTAINER SHIP,CHINA,2245,SAPT-3,PORT-0054,KARACHI,PORT-0041,16-09-2024
9175767,ERDEK,OIL/CHEMICAL TANKER,TURKIYE,940,EW-1,PORT-0054,KARACHI,PORT-0041,17-09-2024
9938884,ZHONG GU NAN NING,CONTAINER SHIP,CHINA,1130,SAPT-2,PORT-0057,KARACHI,PORT-0041,17-09-2024
9618290,MSC ADELAIDE,CONTAINER SHIP,PANAMA,1150,SAPT-1,PORT-0054,KARACHI,PORT-0041,17-09-2024
9930519,PS STARS,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,936,LCT,PORT-0001,PORT QASIM,PORT-0066,17-09-2024
9853618,BELFORTE,BULK CARRIER,SINGAPORE,945,PIBT,PORT-0048,PORT QASIM,PORT-0066,17-09-2024
9393084,BAM BAM,CRUDE OIL TANKER,LIBERIA,1010,FOTCO,PORT-0050,PORT QASIM,PORT-0066,17-09-2024
9166780,MSC ELLEN,CONTAINER SHIP,LIBERIA,1725,QICT-9,PORT-0057,PORT QASIM,PORT-0066,17-09-2024
9932713,CHEMROAD JUPITER,OIL/CHEMICAL TANKER,PANAMA,1812,EVTL,PORT-0032,PORT QASIM,PORT-0066,17-09-2024
9484936,EXPRESS ROME,CONTAINER SHIP,LIBERIA,20,SAPT-2,PORT-0030,KARACHI,PORT-0041,19-09-2024
1014137,CHARIOTEER,CARGO,PANAMA,135,EW-14+15,PORT-0053,KARACHI,PORT-0041,19-09-2024
9182019,STAR BLESSING,CONTAINER SHIP,PANAMA,425,EW-9+8,PORT-0030,KARACHI,PORT-0041,19-09-2024
9628336,KOTA LOCENG,CONTAINER SHIP,SINGAPORE,1145,SAPT-3,PORT-0054,KARACHI,PORT-0041,19-09-2024
9124677,GLUON,CONTAINER SHIP,ST KITTS NEVIS,1150,WW-28+29,PORT-0030,KARACHI,PORT-0041,19-09-2024
8671104,XIN LIAN CHANG,GENERAL CARGO,PANAMA,1225,WW-29+30,PORT-0030,KARACHI,PORT-0041,19-09-2024
9416109,SONGA WINDS,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,1240,OP-2,PORT-0034,KARACHI,PORT-0041,19-09-2024
9612882,TIRUA,CONTAINER SHIP,LIBERIA,1210,QICT-9,PORT-0030,PORT QASIM,PORT-0066,19-09-2024
9428334,PEACE ONE,OIL/CHEMICAL TANKER,HONG KONG,1500,LCT,PORT-0057,PORT QASIM,PORT-0066,19-09-2024
9952737,ONE RELIABILITY,CONTAINER SHIP,HONG KONG,1920,QICT-7,PORT-0060,PORT QASIM,PORT-0066,19-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1925,QICT-8,PORT-0030,PORT QASIM,PORT-0066,19-09-2024
9779953,ADVANTAGE ANGEL,CRUDE OIL TANKER,MARSHALL ISLANDS,2020,FOTCO,PORT-0080,PORT QASIM,PORT-0066,19-09-2024
9392559,SPIL CITRA,CONTAINER SHIP,PANAMA,50,EW-9+8,PORT-0054,KARACHI,PORT-0041,20-09-2024
9438640,PVT DIAMOND,BULK CARRIER,PANAMA,55,EW-14+15,PORT-0013,KARACHI,PORT-0041,20-09-2024
9704661,GFS GISELLE,CONTAINER SHIP,SINGAPORE,1330,SAPT-4,PORT-0054,KARACHI,PORT-0041,20-09-2024
9656137,X PRESS ODYSSEY,CONTAINER SHIP,SINGAPORE,1410,SAPT-3,PORT-0060,KARACHI,PORT-0041,20-09-2024
9827944,GALL,OIL/CHEMICAL TANKER,LIBERIA,1510,OP-2,PORT-0054,KARACHI,PORT-0041,20-09-2024
9952737,ONE RELIABILITY,CONTAINER SHIP,HONG KONG,1550,SAPT-2+3,PORT-0064,KARACHI,PORT-0041,20-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1710,WW-28+29,PORT-0064,KARACHI,PORT-0041,20-09-2024
9425930,DIONI,BULK CARRIER,LIBERIA,2350,EW-10+11,PORT-0028,KARACHI,PORT-0041,20-09-2024
9132791,AL JASRA,LNG TANKER,MARSHALL ISLANDS,1136,EETL,PORT-0064,SIMAISMA,PORT-0066,20-09-2024
9320300,ATN VICTORY,BULK CARRIER,VIETNAM,1230,MW-2,PORT-0064,SIMAISMA,PORT-0066,20-09-2024
9618290,MSC ADELAIDE,CONTAINER SHIP,PANAMA,1600,QICT-9,PORT-0035,PORT QASIM,PORT-0066,20-09-2024
9237008,ROBERTA,BULK CARRIER,MARSHALL ISLANDS,1918,FAP,PORT-0039,UMM QASR,PORT-0066,20-09-2024
9412957,HTK LOTUS,BULK CARRIER,VIETNAM,325,EW-13+14,PORT-0015,KARACHI,PORT-0041,23-09-2024
9360453,MARDAN,CRUDE OIL TANKER,PAKISTAN,1455,OP-1,PORT-0069,KARACHI,PORT-0041,23-09-2024
9438640,PVT DIAMOND,BULK CARRIER,PANAMA,2000,EW-14+15,PORT-0013,KARACHI,PORT-0041,23-09-2024
9241918,TSS AMBER,CONTAINER SHIP,PANAMA,915,QICT-5,PORT-0072,PORT QASIM,PORT-0066,23-09-2024
9255854,MILAHA RAS LAFFAN,LNG TANKER,MALTA,1100,PGPCL,PORT-0068,PORT QASIM,PORT-0066,23-09-2024
9360465,SARGODHA,CRUDE OIL TANKER,PAKISTAN,510,OP-2,PORT-0054,KARACHI,PORT-0041,24-09-2024
9299044,TOMINI ENTITY,BULK CARRIER,MARSHALL ISLANDS,1040,EW-16+17,PORT-0054,KARACHI,PORT-0041,24-09-2024
9289128,KOI,CONTAINER SHIP,LIBERIA,1605,SAPT-2,PORT-0057,KARACHI,PORT-0041,24-09-2024
9307176,MARIA GLORY,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,1630,OP-3,PORT-0054,KARACHI,PORT-0041,24-09-2024
9712967,MAERSK DURBAN,CONTAINER SHIP,USA,810,QICT-7,PORT-0001,PORT QASIM,PORT-0066,24-09-2024
9712967,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,900,QICT-5,PORT-0048,PORT QASIM,PORT-0066,24-09-2024
9712967,MSC MAEVA,CONTAINER SHIP,PANAMA,905,QICT-8,PORT-0050,PORT QASIM,PORT-0066,24-09-2024
9712967,BENTLEY I,OIL/CHEMICAL TANKER,PANAMA,1215,LCT,PORT-0057,PORT QASIM,PORT-0066,24-09-2024
9712967,AL DEEBEL,LNG TANKER,BAHAMAS,1242,EETL,PORT-0032,PORT QASIM,PORT-0066,24-09-2024
9712967,SCARABE,BULK CARRIER,GREECE,1520,PIBT,PORT-0064,PORT QASIM,PORT-0066,24-09-2024
9409182,KMTC DELHI,CONTAINER SHIP,KOREA,625,SAPT-4,PORT-0057,KARACHI,PORT-0041,25-09-2024
8357485,XIN LONG YUN 55,CONTAINER SHIP,PANAMA,635,WW-26+27,PORT-0076,KARACHI,PORT-0041,25-09-2024
9339856,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,710,WW-28+29,PORT-0082,PORT QASIM,PORT-0041,25-09-2024
9285471,MSC TIANJIN,CONTAINER SHIP,LIBERIA,1730,SAPT-3,PORT-0036,KARACHI,PORT-0041,25-09-2024
9896971,XIN LONG YUN 58,CONTAINER SHIP,PANAMA,1735,EW-6+7,PORT-0030,ORDER,PORT-0041,25-09-2024
9525352,MAERSK CAPE TOWN,CONTAINER SHIP,SINGAPORE,1248,QICT-8,PORT-0057,PORT QASIM,PORT-0066,25-09-2024
9217618,FORZA ROMA,GENERAL CARGO,BARBADOS,1530,FAP,PORT-0067,PORT QASIM,PORT-0066,25-09-2024
9238806,SSL BRAHMAPUTRA,CONTAINER SHIP,INDIA,1540,QICT-5,PORT-0030,PORT QASIM,PORT-0066,25-09-2024
9735634,HAFNIA EXPRESS,CRUDE OIL TANKER,SINGAPORE,2015,FOTCO,PORT-0082,PORT QASIM,PORT-0066,25-09-2024
9333656,ICE FIGHTER,CRUDE OIL TANKER,LIBERIA,820,OP-2,PORT-0081,KARACHI,PORT-0041,26-09-2024
9449819,CMA CGM CENDRILLON,CONTAINER SHIP,MALTA,1000,SAPT-2,PORT-0057,KARACHI,PORT-0041,26-09-2024
9435674,UAFL LIBERTY,CONTAINER SHIP,LIBERIA,1225,EW-4,PORT-0057,KARACHI,PORT-0041,26-09-2024
9967419,X PRESS CAPELLA,CONTAINER SHIP,SINGAPORE,1745,SAPT-4,PORT-0057,KARACHI,PORT-0041,26-09-2024
9796274,JARU BHUM,CONTAINER SHIP,THAILAND,1950,EW-9+8,PORT-0030,KARACHI,PORT-0041,26-09-2024
9629445,CAP ANDREAS,CONTAINER SHIP,LIBERIA,1230,QICT-5,PORT-0035,PORT QASIM,PORT-0066,26-09-2024
9447859,TENO,CONTAINER SHIP,LIBERIA,1230,QICT-8,PORT-0074,PORT QASIM,PORT-0066,26-09-2024
9887372,SOLAR ROMA,OIL CHEMICAL TANKER,LIBERIA,1330,LCT,PORT-0013,PORT QASIM,PORT-0066,26-09-2024
9699282,OSLO EAGLE,BULK CARRIER,MARSHALL ISLANDS,1350,MW-4,PORT-0048,PORT QASIM,PORT-0066,26-09-2024
9560364,SAN FRANCISCO BRIDGE,CONTAINER SHIP,PANAMA,1600,QICT-7,PORT-0058,PORT QASIM,PORT-0066,26-09-2024
9172753,MAYA GAS 1,LPG TANKER,COMOROS,1800,EVTL,PORT-0077,PORT QASIM,PORT-0066,26-09-2024
9717383,SEA HARVEST,OIL/CHEMICAL TANKER,HONG KONG,900,EW-1,PORT-0080,SINGAPORE ANCH,PORT-0041,28-09-2024
9973200,HEMMA BHUM,CARGO,SINGAPORE,1100,SAPT-1,PORT-0054,KARACHI,PORT-0041,28-09-2024
9623843,X PRESS ANGLESEY,CONTAINER SHIP,LIBERIA,2215,SAPT-4,PORT-0064,KARACHI,PORT-0041,28-09-2024
9188154,EVER UTILE,CONTAINER SHIP,PANAMA,2230,WW-26+27,PORT-0030,KARACHI,PORT-0041,28-09-2024
